subject_nr,frage,yes,no,time_form,time_delay
107,schrei_beenden_positiv,yes,no,2593897,2600080
107,musik_beenden_negativ,yes,no,2602080,2606964
107,kopfhoerer_abgesetzt,no,yes,2608964,2615678
