subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
88,gelben Wesen,starting_scream,no,no,yes,no,0,2478690,2485154
88,grünen Wesen,ending_melody,no,yes,no,no,1,2487432,2492184
88,roten Wesen,ending_scream,no,no,no,yes,2,2494461,2497947
88,lila Wesen,starting_melody,yes,no,no,no,3,2500224,2502214
