subject_nr,frage,yes,no,time_form,time_delay
52,schrei_beenden_positiv,yes,no,2601715,2612907
52,musik_beenden_negativ,yes,no,2614907,2622412
52,kopfhoerer_abgesetzt,no,yes,2624412,2640112
