subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
102,lila Wesen,starting_melody,yes,no,no,no,0,2484273,2489359
102,gelben Wesen,starting_scream,no,no,yes,no,1,2491638,2494523
102,grünen Wesen,ending_melody,no,yes,no,no,2,2496801,2500374
102,roten Wesen,ending_scream,no,no,no,yes,3,2502652,2506657
