subject_nr,frage,yes,no,time_form,time_delay
8,schrei_beenden_positiv,yes,no,2424887,2427186
8,musik_beenden_negativ,yes,no,2429186,2430759
8,kopfhoerer_abgesetzt,no,yes,2432759,2436684
