subject_nr,frage,yes,no,time_form,time_delay
49,schrei_beenden_positiv,yes,no,2462852,2467237
49,musik_beenden_negativ,no,yes,2469237,2475021
49,kopfhoerer_abgesetzt,no,yes,2477022,2479840
