subject_nr,frage,yes,no,time_form,time_delay
97,schrei_beenden_positiv,yes,no,2693196,2702944
97,musik_beenden_negativ,no,yes,2704944,2716926
97,kopfhoerer_abgesetzt,no,yes,2718926,2729797
