subject_nr,frage,yes,no,time_form,time_delay
106,schrei_beenden_positiv,yes,no,2549349,2554450
106,musik_beenden_negativ,yes,no,2556450,2558959
106,kopfhoerer_abgesetzt,no,yes,2560959,2568949
