subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
50,grünen Wesen,ending_melody,no,yes,no,no,0,2755300,2761748
50,lila Wesen,starting_melody,yes,no,no,no,1,2764025,2766285
50,roten Wesen,ending_scream,no,no,no,yes,2,2768562,2772721
50,gelben Wesen,starting_scream,no,no,yes,no,3,2774998,2777475
