subject_nr,frage,yes,no,time_form,time_delay
40,schrei_beenden_positiv,yes,no,2620962,2625038
40,musik_beenden_negativ,yes,no,2627038,2630661
40,kopfhoerer_abgesetzt,no,yes,2632661,2640568
