subject_nr,frage,yes,no,time_form,time_delay
4,schrei_beenden_positiv,yes,no,2453729,2457170
4,musik_beenden_negativ,yes,no,2459170,2464774
4,kopfhoerer_abgesetzt,no,yes,2466774,2476243
