subject_nr,frage,yes,no,time_form,time_delay
51,schrei_beenden_positiv,yes,no,2597525,2601007
51,musik_beenden_negativ,yes,no,2603007,2605941
51,kopfhoerer_abgesetzt,yes,no,2607941,2614879
