subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
67,grünen Wesen,ending_scream,no,no,no,yes,0,2488793,2498742
67,roten Wesen,ending_melody,no,yes,no,no,1,2501021,2507819
67,lila Wesen,starting_scream,no,no,yes,no,2,2510097,2513933
67,gelben Wesen,starting_melody,yes,no,no,no,3,2516211,2520682
