subject_nr,frage,yes,no,time_form,time_delay
53,schrei_beenden_positiv,yes,no,2620842,2625691
53,musik_beenden_negativ,no,yes,2627691,2631133
53,kopfhoerer_abgesetzt,no,yes,2633133,2640398
