subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
8,gelben Wesen,ending_melody,no,yes,no,no,0,2395132,2406221
8,grünen Wesen,starting_melody,yes,no,no,no,1,2408500,2410853
8,roten Wesen,starting_scream,no,no,yes,no,2,2413130,2414846
8,lila Wesen,ending_scream,no,no,no,yes,3,2417123,2419799
