subject_nr,frage,yes,no,time_form,time_delay
98,schrei_beenden_positiv,yes,no,2453169,2456141
98,musik_beenden_negativ,no,yes,2458141,2460698
98,kopfhoerer_abgesetzt,no,yes,2462698,2469014
