subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
24,lila Wesen,ending_melody,no,yes,no,no,0,2369716,2377005
24,gelben Wesen,ending_scream,no,no,no,yes,1,2379284,2381966
24,grünen Wesen,starting_scream,no,no,yes,no,2,2384244,2387077
24,roten Wesen,starting_melody,yes,no,no,no,3,2389355,2390572
