subject_nr,frage,yes,no,time_form,time_delay
23,schrei_beenden_positiv,yes,no,2470239,2473367
23,musik_beenden_negativ,yes,no,2475367,2479563
23,kopfhoerer_abgesetzt,no,yes,2481564,2488158
