subject_nr,frage,yes,no,time_form,time_delay
86,schrei_beenden_positiv,yes,no,2693907,2698064
86,musik_beenden_negativ,no,yes,2700064,2707189
86,kopfhoerer_abgesetzt,no,yes,2709189,2719165
