subject_nr,frage,yes,no,time_form,time_delay
95,schrei_beenden_positiv,yes,no,2438712,2443107
95,musik_beenden_negativ,yes,no,2445107,2457576
95,kopfhoerer_abgesetzt,no,yes,2459576,2467010
