subject_nr,frage,yes,no,time_form,time_delay
99,schrei_beenden_positiv,yes,no,2552325,2565292
99,musik_beenden_negativ,yes,no,2567293,2572570
99,kopfhoerer_abgesetzt,no,yes,2574570,2586024
