subject_nr,frage,yes,no,time_form,time_delay
64,schrei_beenden_positiv,yes,no,2565607,2568838
64,musik_beenden_negativ,no,yes,2570838,2575417
64,kopfhoerer_abgesetzt,no,yes,2577417,2582775
