subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
81,roten Wesen,ending_melody,no,yes,no,no,0,2483831,2500164
81,lila Wesen,starting_scream,no,no,yes,no,1,2502441,2505893
81,grünen Wesen,ending_scream,no,no,no,yes,2,2508170,2513238
81,gelben Wesen,starting_melody,yes,no,no,no,3,2515515,2517911
