subject_nr,frage,yes,no,time_form,time_delay
32,schrei_beenden_positiv,yes,no,2563753,2571351
32,musik_beenden_negativ,yes,no,2573351,2586895
32,kopfhoerer_abgesetzt,no,yes,2588895,2593758
