subject_nr,frage,yes,no,time_form,time_delay
14,schrei_beenden_positiv,yes,no,2398045,2400250
14,musik_beenden_negativ,yes,no,2402250,2404689
14,kopfhoerer_abgesetzt,no,yes,2406689,2410839
