subject_nr,frage,yes,no,time_form,time_delay
92,schrei_beenden_positiv,yes,no,2439718,2443279
92,musik_beenden_negativ,yes,no,2445280,2448263
92,kopfhoerer_abgesetzt,no,yes,2450263,2454545
