subject_nr,frage,yes,no,time_form,time_delay
71,schrei_beenden_positiv,yes,no,2410070,2414299
71,musik_beenden_negativ,yes,no,2416299,2423403
71,kopfhoerer_abgesetzt,no,yes,2425404,2429654
