subject_nr,frage,yes,no,time_form,time_delay
24,schrei_beenden_positiv,yes,no,2396152,2400618
24,musik_beenden_negativ,yes,no,2402618,2407132
24,kopfhoerer_abgesetzt,no,yes,2409132,2413404
