subject_nr,frage,yes,no,time_form,time_delay
38,schrei_beenden_positiv,yes,no,2420567,2423457
38,musik_beenden_negativ,no,yes,2425457,2429190
38,kopfhoerer_abgesetzt,no,yes,2431190,2436188
