subject_nr,frage,yes,no,time_form,time_delay
67,schrei_beenden_positiv,yes,no,2527591,2531295
67,musik_beenden_negativ,yes,no,2533295,2537546
67,kopfhoerer_abgesetzt,no,yes,2539546,2547808
