subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
85,roten Wesen,starting_melody,yes,no,no,no,0,2475206,2477248
85,gelben Wesen,ending_scream,no,no,no,yes,1,2479527,2484286
85,grünen Wesen,starting_scream,no,no,yes,no,2,2486564,2489442
85,lila Wesen,ending_melody,no,yes,no,no,3,2491721,2492952
