subject_nr,frage,yes,no,time_form,time_delay
119,schrei_beenden_positiv,yes,no,2600936,2620390
119,musik_beenden_negativ,no,yes,2622390,2628012
119,kopfhoerer_abgesetzt,no,yes,2630012,2638961
