subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
19,roten Wesen,starting_melody,yes,no,no,no,0,2580149,2583784
19,grünen Wesen,starting_scream,no,no,yes,no,1,2586059,2588649
19,lila Wesen,ending_melody,no,yes,no,no,2,2590926,2592725
19,gelben Wesen,ending_scream,no,no,no,yes,3,2595002,2596468
