subject_nr,frage,yes,no,time_form,time_delay
104,schrei_beenden_positiv,yes,no,2514604,2519166
104,musik_beenden_negativ,no,yes,2521167,2526020
104,kopfhoerer_abgesetzt,no,yes,2528020,2534373
