subject_nr,frage,yes,no,time_form,time_delay
54,schrei_beenden_positiv,yes,no,2498980,2508933
54,musik_beenden_negativ,yes,no,2510933,2514275
54,kopfhoerer_abgesetzt,no,yes,2516275,2520685
