subject_nr,frage,yes,no,time_form,time_delay
120,schrei_beenden_positiv,yes,no,2697306,2716744
120,musik_beenden_negativ,no,yes,2718744,2724982
120,kopfhoerer_abgesetzt,no,yes,2726982,2733034
