subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
32,grünen Wesen,ending_scream,no,no,no,yes,0,2535982,2543562
32,lila Wesen,starting_scream,no,no,yes,no,1,2545839,2549286
32,gelben Wesen,starting_melody,yes,no,no,no,2,2551563,2554034
32,roten Wesen,ending_melody,no,yes,no,no,3,2556311,2558168
