subject_nr,frage,yes,no,time_form,time_delay
114,schrei_beenden_positiv,yes,no,2550743,2556362
114,musik_beenden_negativ,yes,no,2558362,2562792
114,kopfhoerer_abgesetzt,no,yes,2564792,2573743
