subject_nr,frage,yes,no,time_form,time_delay
69,schrei_beenden_positiv,no,yes,2692769,2697587
69,musik_beenden_negativ,yes,no,2699587,2706130
69,kopfhoerer_abgesetzt,no,yes,2708130,2720499
