subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
89,gelben Wesen,starting_scream,no,no,yes,no,0,2493011,2496460
89,lila Wesen,starting_melody,yes,no,no,no,1,2498739,2502540
89,grünen Wesen,ending_melody,no,yes,no,no,2,2504817,2513509
89,roten Wesen,ending_scream,no,no,no,yes,3,2515786,2526352
