subject_nr,frage,yes,no,time_form,time_delay
46,schrei_beenden_positiv,yes,no,2442984,2445297
46,musik_beenden_negativ,yes,no,2447298,2449332
46,kopfhoerer_abgesetzt,no,yes,2451332,2454814
