subject_nr,frage,yes,no,time_form,time_delay
37,schrei_beenden_positiv,yes,no,2338751,2341482
37,musik_beenden_negativ,yes,no,2343483,2346182
37,kopfhoerer_abgesetzt,no,yes,2348182,2351958
