subject_nr,frage,yes,no,time_form,time_delay
13,schrei_beenden_positiv,yes,no,2554340,2560043
13,musik_beenden_negativ,yes,no,2562043,2569256
13,kopfhoerer_abgesetzt,no,yes,2571257,2577882
