subject_nr,frage,yes,no,time_form,time_delay
78,schrei_beenden_positiv,yes,no,2657377,2663753
78,musik_beenden_negativ,yes,no,2665753,2671883
78,kopfhoerer_abgesetzt,no,yes,2673883,2678464
