subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute;response_target;RT_target;kb_rt_target;response_absolute_target; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
3;1;9;1;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.7116043999994872;0.7200617999997121;5869.9637335;c;2.4375974000004135;2.4396504000005734;5872.4116228;2.4000000848900527e-06;0.5038438999999926;0.5438534999993863;0.5538814999999886;0.6238900999996986;0.7539882999999463;0.8840677999996842;0.01
3;1;9;2;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;up;2.885275499999807;2.892287700000452;5876.7797936;c;0.814942400000291;0.8188663000000815;5877.6035817;2.499999936844688e-06;0.5005081999997856;0.5405342000003657;0.5505309000000125;0.6205731000000014;0.750665200000185;0.8807587999999669;0.01
3;1;9;3;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;2.307948800000304;2.3120613999999478;5881.3955852;c;1.2433733999996548;1.250674699999763;5882.8435069;2.5000008463393897e-06;0.5029205000000729;0.5429192000001422;0.5529255000001285;0.6229559000003064;0.753037200000108;0.8831380999999965;0.01
3;1;9;4;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;up;1.7285855000000083;1.7314305999998396;5886.0595753;c;2.2511982000005446;2.260007800000494;5888.3155598;2.6999996407539584e-06;0.4999342000000979;0.5399483999999575;0.5499675000000934;0.6199840999997832;0.7500683999996909;0.8801757000001089;0.01
3;1;9;5;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;up;2.7511695000002874;2.7525643999997556;5892.5556684;c;1.7245512000008603;1.7284234000007928;5894.2835547;2.8000004022032954e-06;0.5026039000003948;0.5426216000005297;0.5526284000006854;0.6226599999999962;0.7527429000001575;0.882856900000661;0.01
3;1;9;6;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.4348746999994546;1.4411654999994425;5897.2035594;c;1.6172562000001562;1.620680099999845;5899.0275536;2.599999788799323e-06;0.49631610000051296;0.5363274999999703;0.5463476000004448;0.616376200000559;0.7464448999999149;0.8765515000004598;0.01
3;1;9;7;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;down;2.3701783999995314;2.371820899999875;5902.8916111;m;1.2844681000005949;1.2886128000000099;5904.1795528;2.2999993234407157e-06;0.5004540999998426;0.540439399999741;0.5504699999992226;0.6204979999993157;0.7505923999997322;0.8806839999997464;0.01
3;1;9;8;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.2440293999998175;1.2506733999998687;5906.8995453;m;0.7193520999999237;0.7280985999996119;5907.6274855;2.499999936844688e-06;0.5006226000004972;0.5406456000000617;0.5506709000001138;0.6206929999998465;0.7507807000001776;0.8808710000002975;0.01
3;1;9;9;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;up;3.030622299999777;3.0328120000003764;5912.1475358;m;2.6918424999994386;2.698833899999954;5914.84351;2.499999936844688e-06;0.5033456999999544;0.5433609000001525;0.5533718000006047;0.6233866000002308;0.7534824000003937;0.8835810999999012;0.01
3;1;9;10;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;up;2.4860876000002463;2.492519500000526;5918.8276427;m;1.3381486000007499;1.3414286000006541;5920.371549;2.4000000848900527e-06;0.5035698000001503;0.5435840999998618;0.5535895000002711;0.6236011000000872;0.7536869000005026;0.8837933000004341;0.01
3;1;9;11;letter169;letter190;letter169;letter190;0;1;incongruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_right.png;up;1.2082737000000634;1.2108200000002398;5923.1635343;m;1.163502399999743;1.1689329000000726;5924.3315174;2.4000000848900527e-06;0.504359999999906;0.6244372999999541;0.64444100000037;0.7144989999997051;0.844561099999737;0.9746697999999014;0.01
3;1;9;12;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;down;1.6578567999995357;1.6614594000002398;5927.4755387;c;1.170507799999541;1.1788983999995253;5928.6515904;2.6999996407539584e-06;0.49729389999993145;0.5373012000000017;0.5473211999997147;0.61735200000021;0.7474370999998428;0.8775430000005144;0.01
3;1;9;13;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;down;1.390940999999657;1.3911183000000165;5931.5315937;c;1.3033857000000353;1.3106133000001137;5933.035686;2.5000008463393897e-06;0.5037007000000813;0.5437223000008089;0.5537293000006684;0.6237816000002567;0.7538486000003104;0.8839490000000296;0.01
3;1;9;14;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.5503129999997327;1.5510016999996878;5936.0835599;c;0.6789212999992742;0.6802008999993632;5936.9636015;2.5000008463393897e-06;0.5039477000000261;0.5439640000004147;0.5539689000006547;0.6239959000004092;0.7540818000006766;0.8841896000003544;0.01
3;1;9;15;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.0195922999992035;1.021273299999848;5939.4755645;c;0.9884253000000172;0.998441499999899;5940.4676249;2.4000000848900527e-06;0.5052380999995876;0.545254699999532;0.5552781999995204;0.6252784999996948;0.755384199999753;0.8854849999997896;0.01
3;1;9;16;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;up;1.0474543000000267;1.0513181000005716;5942.9955302;c;1.4102697999996963;1.4183582000005117;5944.4115004;2.1999994714860804e-06;0.49517939999986993;0.5352029999994556;0.5451942999998209;0.6152310999996189;0.7453041999997367;0.8754064999993716;0.01
3;1;9;17;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;down;2.4228994000004604;2.431485299999622;5948.3235467;m;1.0854324000001725;1.0891430000001492;5949.4195013;2.8000004022032954e-06;0.5013528999998016;0.5413848999996844;0.5513722000005146;0.6214067000000796;0.7514833000004728;0.8815875999998752;0.01
3;1;9;18;letter169;letter190;letter169;letter190;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.2352422999992996;1.2407051000000138;5952.1396042;c;1.1765293999997084;1.1788692999998602;5953.323534;2.4000000848900527e-06;0.4960388999998031;0.5360574999995151;0.5460551999995005;0.6160876999992979;0.7461788999999044;0.8762766999998348;0.01
3;1;9;19;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.669227200000023;1.6715887999998813;5956.4755361;c;0.7491655999992872;0.7500434999992649;5957.4274743;2.499999936844688e-06;0.4983916000001045;0.538400499999625;0.548416399999951;0.6184487999998964;0.7485217000003104;0.8786294999999882;0.01
3;1;9;20;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;down;2.757761200000459;2.761550100000022;5961.6675388;m;1.0207915999999386;1.0212447999992946;5962.8915653;2.499999936844688e-06;0.4973277999997663;0.5373853999999483;0.5473769000000175;0.6174292000005153;0.7474977000001672;0.877605499999845;0.01
3;1;9;21;letter169;letter190;letter169;letter190;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;2.327135399999861;2.331850300000042;5966.6995799;c;0.5867334000004121;0.5904696999996304;5967.4915102;2.6999996407539584e-06;0.4970437000001766;0.5370714000000589;0.5470643999997264;0.6171143999999913;0.7471763000003193;0.8773018000001684;0.01
3;1;9;22;letter169;letter190;letter169;letter190;0;1;incongruent;0.12;letter190;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.8174340999994456;0.819869099999778;5969.8835984;c;1.107639000000745;1.1090844000000288;5970.9956152;2.4000000848900527e-06;0.4994968000000881;0.6195587000001979;0.639578100000108;0.7096111000000747;0.8396869999996852;0.9698018999997657;0.01
