subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;RW_dur;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;response_during_mask;response_during_targetalone;response_during_RW;response_during_blank;frame_dur
4;1;1;1;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.35674680000010994;0.3600128999987646;8718.4181855;2.5000008463393897e-06;0.49406660000022384;0.5340941000013117;0.5458424000007653;0.615569499999765;0.8459524000008969;0.8459581000006438;0;0;0;1;0.01
4;1;1;2;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.348106800000096;0.350937299999714;8720.2901953;2.599999788799323e-06;0.496201399999336;0.536222099999577;0.5474097999995138;0.6179570000003878;0.8484241000005568;0.8484298999992461;0;0;0;1;0.01
4;1;1;3;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3705952999989677;0.3800519999986136;8722.1141732;2.70000055024866e-06;0.5010226000013063;0.5410508000004484;0.5525718000008055;0.622652800000651;0.8527701000002708;0.8527766999995947;0;0;0;1;0.01
4;1;1;4;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.33304649999990943;0.3401310999997804;8723.8983973;2.2999993234407157e-06;0.500490099999297;0.5405116000001726;0.5526513999993767;0.6222899999993388;0.8527281999995466;0.8527470999997604;0;0;0;1;0.01
4;1;1;5;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3437893999998778;0.35002840000015567;8725.690279;2.4000000848900527e-06;0.4951621000000159;0.5351763999988179;0.5472996999997122;0.6169965999997657;0.8473805999983597;0.847399399999631;0;0;0;1;0.01
4;1;1;6;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.33060699999987264;0.34011069999905885;8727.458188;2.4000000848900527e-06;0.5040891999997257;0.5441026999997121;0.556172599999627;0.625944299999901;0.8563340999990032;0.856339999998454;0;0;0;1;0.01
4;1;1;7;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3196903999996721;0.32007340000018303;8729.2182426;2.899998435168527e-06;0.49664169999959995;0.5366732999991655;0.5485715999984677;0.6183326999998826;0.8487229999991541;0.8487294999995356;0;0;0;1;0.01
4;1;1;8;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.31129650000002584;0.3210804000009375;8730.9702705;2.5000008463393897e-06;0.5001502000013716;0.5401531999996223;0.5513532000004489;0.6220321000000695;0.8524140000008629;0.8524403999999777;0;0;0;1;0.01
4;1;1;9;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3322656000000279;0.34105749999980617;8732.7623377;2.5000008463393897e-06;0.4954827000001387;0.5355042999999569;0.5466612000000168;0.6172578999994585;0.8477132999996684;0.8477332000002207;0;0;0;1;0.01
4;1;1;10;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.30024629999934405;0.3103322000006301;8734.5223407;2.5000008463393897e-06;0.5026868999993894;0.5427314000007755;0.5547360000000481;0.6245498999996926;0.8549101000007795;0.8549294999993435;0;0;0;1;0.01
4;1;1;11;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.36490760000015143;0.3700080999988131;8736.338185;2.4000000848900527e-06;0.495602200000576;0.5356130000000121;0.547692800000732;0.6173610000005283;0.8478326000004017;0.847838600000614;0;0;0;1;0.01
4;1;1;12;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.321783499999583;0.33010269999977027;8738.1061826;2.4000000848900527e-06;0.4985707999985607;0.5385838999991392;0.5506304999998974;0.620393499999409;0.8507605999984662;0.8507666999994399;0;0;0;1;0.01
4;1;1;13;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.27066390000072715;0.280308999999761;8739.8261715;2.599999788799323e-06;0.4995440000002418;0.5395637000001443;0.5515852999997151;0.6214870999992854;0.8318929999986722;0.8318951000001107;0;1;0;0;0.01
4;1;1;14;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.27746859999933804;0.2793048000003182;8741.5541705;2.599999788799323e-06;0.49945090000073833;0.5394833999998809;0.5515818999992916;0.6214860000000044;0.8308856999992713;0.8308875000002445;0;1;0;0;0.01
4;1;1;15;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.2924120999996376;0.3001216000011482;8743.290237;2.4000000848900527e-06;0.49816329999885056;0.5381751000004442;0.5502966999993077;0.6199875999991491;0.8504133000005822;0.8504154000002018;0;1;0;0;0.01
4;1;1;16;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.27937259999998787;0.2802654999995866;8745.0182198;2.4000000848900527e-06;0.5024904999991122;0.5425134999986767;0.5545384999986709;0.6243108999988181;0.8348048999996536;0.8348068999985117;0;1;0;0;0.01
4;1;1;17;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3281841000007262;0.3301348000004509;8746.7781981;2.5000008463393897e-06;0.4947587000006024;0.53478350000114;0.5468731000000844;0.6166449000011198;0.847033800000645;0.8470397000000958;0;0;0;1;0.01
4;1;1;18;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3209666000002471;0.33017610000024433;8748.5221586;2.6000016077887267e-06;0.5003450000003795;0.5403646000013396;0.5525100000013481;0.6224056000010023;0.8517043000010744;0.8517107000006945;0;0;0;1;0.01
4;1;1;19;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3340028999991773;0.34013539999978093;8750.306319;2.4000000848900527e-06;0.49771900000087044;0.537735400001111;0.5498705999998492;0.6195651000016369;0.8499471000013727;0.849966100000529;0;0;0;1;0.01
4;1;1;20;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.29988460000095074;0.3012190000008559;8752.0423723;2.5000008463393897e-06;0.5011278000001766;0.5411450999999943;0.5523204000000987;0.6229892000010295;0.8535465000004478;0.8535530999997718;0;1;0;0;0.01
4;1;1;21;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.2645426999988558;0.27019470000050205;8753.7381648;2.499999027349986e-06;0.5038335999997798;0.5438479999993433;0.5550441999985196;0.6257081999992806;0.8252379999994446;0.8252400000001217;0;1;0;0;0.01
4;1;1;22;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.2405522999997629;0.24935240000013437;8755.4661741;2.3000011424301192e-06;0.4972265000014886;0.537257200001477;0.5493206999999529;0.6190960000003543;0.7986741000004258;0.7986762000000454;0;1;0;0;0.01
