ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
47	29.png	neu7.wav	158	1	0	180	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	81b.png	n40.wav	153	2	270	90	29.png	0	methexp32	2017-08-01_10.55.17.766000
47	16b.png	n30.wav	153	3	0	180	50.png	0	methexp32	2017-08-01_10.55.17.766000
47	13b.png	p36.wav	153	4	0	90	13b.png	1	methexp32	2017-08-01_10.55.17.766000
47	14b.png	p21.wav	153	5	270	180	02b.png	0	methexp32	2017-08-01_10.55.17.766000
47	02b.png	p22.wav	153	6	180	90	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	14b.png	p36.wav	153	7	90	0	99.png	0	methexp32	2017-08-01_10.55.17.766000
47	70b.png	n40.wav	153	8	90	0	70b.png	1	methexp32	2017-08-01_10.55.17.766000
47	29.png	neu3.wav	158	9	180	90	29.png	1	methexp32	2017-08-01_10.55.17.766000
47	77b.png	n31.wav	153	10	90	0	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	67b.png	n30.wav	153	11	270	180	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	68b.png	n30.wav	153	12	0	270	72b.png	0	methexp32	2017-08-01_10.55.17.766000
47	70b.png	n30.wav	153	13	180	0	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	16b.png	n25.wav	153	14	90	270	81b.png	0	methexp32	2017-08-01_10.55.17.766000
47	99.png	p52.wav	153	15	90	0	39b.png	0	methexp32	2017-08-01_10.55.17.766000
47	43.png	n46.wav	153	16	0	180	99.png	0	methexp32	2017-08-01_10.55.17.766000
47	72b.png	n31.wav	153	17	90	270	81b.png	0	methexp32	2017-08-01_10.55.17.766000
47	98b.png	p23.wav	153	18	90	270	43.png	0	methexp32	2017-08-01_10.55.17.766000
47	16b.png	n40.wav	153	19	270	180	39b.png	0	methexp32	2017-08-01_10.55.17.766000
47	43.png	n50.wav	153	20	270	90	20b.png	0	methexp32	2017-08-01_10.55.17.766000
47	77b.png	n40.wav	153	21	0	180	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	13b.png	p53.wav	153	22	180	270	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	50.png	neu6.wav	170	23	0	270	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	39b.png	p73.wav	153	24	90	180	72b.png	0	methexp32	2017-08-01_10.55.17.766000
47	39b.png	p21.wav	153	25	270	0	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	68b.png	n31.wav	153	26	180	0	99.png	0	methexp32	2017-08-01_10.55.17.766000
47	70b.png	n11.wav	153	27	180	0	12b.png	0	methexp32	2017-08-01_10.55.17.766000
47	67b.png	n46.wav	153	28	0	270	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	99.png	p53.wav	153	29	270	180	72b.png	0	methexp32	2017-08-01_10.55.17.766000
47	50.png	neu9.wav	170	30	90	270	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	99.png	p89.wav	153	31	270	90	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	16b.png	n45.wav	153	32	270	0	77b.png	0	methexp32	2017-08-01_10.55.17.766000
47	43.png	n45.wav	153	33	180	90	13b.png	0	methexp32	2017-08-01_10.55.17.766000
47	70b.png	n25.wav	153	34	90	180	50.png	0	methexp32	2017-08-01_10.55.17.766000
47	43.png	n40.wav	153	35	270	180	39b.png	0	methexp32	2017-08-01_10.55.17.766000
47	72b.png	n13.wav	153	36	180	270	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	77b.png	n30.wav	153	37	90	270	20b.png	0	methexp32	2017-08-01_10.55.17.766000
47	77b.png	n14.wav	153	38	0	90	81b.png	0	methexp32	2017-08-01_10.55.17.766000
47	16b.png	n46.wav	153	39	0	270	81b.png	0	methexp32	2017-08-01_10.55.17.766000
47	43.png	n14.wav	153	40	90	180	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	02b.png	p52.wav	153	41	270	0	12b.png	0	methexp32	2017-08-01_10.55.17.766000
47	72b.png	n40.wav	153	42	90	0	67b.png	0	methexp32	2017-08-01_10.55.17.766000
47	29.png	neu4.wav	158	43	90	0	29.png	1	methexp32	2017-08-01_10.55.17.766000
47	29.png	neu2.wav	158	44	0	180	29.png	1	methexp32	2017-08-01_10.55.17.766000
47	12b.png	p36.wav	153	45	90	270	02b.png	0	methexp32	2017-08-01_10.55.17.766000
47	20b.png	p21.wav	153	46	270	0	98b.png	0	methexp32	2017-08-01_10.55.17.766000
47	02b.png	p91.wav	153	47	180	90	68b.png	0	methexp32	2017-08-01_10.55.17.766000
47	12b.png	p73.wav	153	48	270	0	02b.png	0	methexp32	2017-08-01_10.55.17.766000
47	67b.png	n40.wav	153	49	270	180	67b.png	1	methexp32	2017-08-01_10.55.17.766000
47	70b.png	n46.wav	153	50	180	0	81b.png	0	methexp32	2017-08-01_10.55.17.766000
47	13b.png	p73.wav	153	51	90	180	72b.png	0	methexp32	2017-08-01_10.55.17.766000
47	72b.png	n11.wav	153	52	270	90	16b.png	0	methexp32	2017-08-01_10.55.17.766000
47	02b.png	p53.wav	153	53	270	0	02b.png	1	methexp32	2017-08-01_10.55.17.766000
47	68b.png	n14.wav	153	54	180	90	77b.png	0	methexp32	2017-08-01_10.55.17.766000
