US	CS	Time	PCName	timeStamp
neu3.wav	50.png	170	methexp32	2017-07-25_15.42.30.982000
n13.wav	67b.png	153	methexp32	2017-07-25_15.42.30.982000
p52.wav	12b.png	153	methexp32	2017-07-25_15.42.30.982000
p53.wav	77b.png	153	methexp32	2017-07-25_15.42.30.982000
p36.wav	70b.png	153	methexp32	2017-07-25_15.42.30.982000
n50.wav	14b.png	153	methexp32	2017-07-25_15.42.30.982000
p73.wav	12b.png	153	methexp32	2017-07-25_15.42.30.982000
neu6.wav	50.png	170	methexp32	2017-07-25_15.42.30.982000
p89.wav	20b.png	153	methexp32	2017-07-25_15.42.30.982000
n25.wav	67b.png	153	methexp32	2017-07-25_15.42.30.982000
n50.wav	67b.png	153	methexp32	2017-07-25_15.42.30.982000
n45.wav	13b.png	153	methexp32	2017-07-25_15.42.30.982000
p73.wav	02b.png	153	methexp32	2017-07-25_15.42.30.982000
p53.wav	72b.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	98b.png	153	methexp32	2017-07-25_15.42.30.982000
p22.wav	20b.png	153	methexp32	2017-07-25_15.42.30.982000
p21.wav	70b.png	153	methexp32	2017-07-25_15.42.30.982000
p91.wav	16b.png	153	methexp32	2017-07-25_15.42.30.982000
neu9.wav	29.png	158	methexp32	2017-07-25_15.42.30.982000
p91.wav	72b.png	153	methexp32	2017-07-25_15.42.30.982000
neu1.wav	29.png	158	methexp32	2017-07-25_15.42.30.982000
p23.wav	77b.png	153	methexp32	2017-07-25_15.42.30.982000
n14.wav	81b.png	153	methexp32	2017-07-25_15.42.30.982000
n30.wav	39b.png	153	methexp32	2017-07-25_15.42.30.982000
n30.wav	81b.png	153	methexp32	2017-07-25_15.42.30.982000
n45.wav	98b.png	153	methexp32	2017-07-25_15.42.30.982000
p23.wav	12b.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	39b.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	67b.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	99.png	153	methexp32	2017-07-25_15.42.30.982000
neu4.wav	50.png	170	methexp32	2017-07-25_15.42.30.982000
n14.wav	68b.png	153	methexp32	2017-07-25_15.42.30.982000
n14.wav	99.png	153	methexp32	2017-07-25_15.42.30.982000
n25.wav	99.png	153	methexp32	2017-07-25_15.42.30.982000
p53.wav	70b.png	153	methexp32	2017-07-25_15.42.30.982000
n11.wav	99.png	153	methexp32	2017-07-25_15.42.30.982000
p36.wav	02b.png	153	methexp32	2017-07-25_15.42.30.982000
p21.wav	16b.png	153	methexp32	2017-07-25_15.42.30.982000
p23.wav	72b.png	153	methexp32	2017-07-25_15.42.30.982000
n45.wav	81b.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	13b.png	153	methexp32	2017-07-25_15.42.30.982000
n14.wav	67b.png	153	methexp32	2017-07-25_15.42.30.982000
n50.wav	68b.png	153	methexp32	2017-07-25_15.42.30.982000
p91.wav	77b.png	153	methexp32	2017-07-25_15.42.30.982000
n40.wav	98b.png	153	methexp32	2017-07-25_15.42.30.982000
p23.wav	43.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	81b.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	68b.png	153	methexp32	2017-07-25_15.42.30.982000
neu5.wav	29.png	158	methexp32	2017-07-25_15.42.30.982000
n45.wav	14b.png	153	methexp32	2017-07-25_15.42.30.982000
n25.wav	13b.png	153	methexp32	2017-07-25_15.42.30.982000
n40.wav	99.png	153	methexp32	2017-07-25_15.42.30.982000
p73.wav	20b.png	153	methexp32	2017-07-25_15.42.30.982000
n30.wav	98b.png	153	methexp32	2017-07-25_15.42.30.982000
p23.wav	16b.png	153	methexp32	2017-07-25_15.42.30.982000
n31.wav	99.png	153	methexp32	2017-07-25_15.42.30.982000
n25.wav	81b.png	153	methexp32	2017-07-25_15.42.30.982000
p89.wav	72b.png	153	methexp32	2017-07-25_15.42.30.982000
n31.wav	81b.png	153	methexp32	2017-07-25_15.42.30.982000
n46.wav	14b.png	153	methexp32	2017-07-25_15.42.30.982000
p36.wav	12b.png	153	methexp32	2017-07-25_15.42.30.982000
n45.wav	99.png	153	methexp32	2017-07-25_15.42.30.982000
p45.wav	70b.png	153	methexp32	2017-07-25_15.42.30.982000
p22.wav	77b.png	153	methexp32	2017-07-25_15.42.30.982000
n25.wav	39b.png	153	methexp32	2017-07-25_15.42.30.982000
p21.wav	12b.png	153	methexp32	2017-07-25_15.42.30.982000
p22.wav	12b.png	153	methexp32	2017-07-25_15.42.30.982000
n50.wav	98b.png	153	methexp32	2017-07-25_15.42.30.982000
neu9.wav	50.png	170	methexp32	2017-07-25_15.42.30.982000
neu10.wav	50.png	170	methexp32	2017-07-25_15.42.30.982000
n50.wav	13b.png	153	methexp32	2017-07-25_15.42.30.982000
neu8.wav	29.png	158	methexp32	2017-07-25_15.42.30.982000
