US	CS	Time	PCName	timeStamp
n31.wav	20b.png	153	methexp32	2017-07-20_15.55.43.327000
n40.wav	43.png	153	methexp32	2017-07-20_15.55.43.327000
n45.wav	12b.png	153	methexp32	2017-07-20_15.55.43.327000
n13.wav	20b.png	153	methexp32	2017-07-20_15.55.43.327000
n13.wav	77b.png	153	methexp32	2017-07-20_15.55.43.327000
n13.wav	43.png	153	methexp32	2017-07-20_15.55.43.327000
n40.wav	39b.png	153	methexp32	2017-07-20_15.55.43.327000
n46.wav	77b.png	153	methexp32	2017-07-20_15.55.43.327000
p36.wav	67b.png	153	methexp32	2017-07-20_15.55.43.327000
p21.wav	16b.png	153	methexp32	2017-07-20_15.55.43.327000
n46.wav	39b.png	153	methexp32	2017-07-20_15.55.43.327000
n30.wav	39b.png	153	methexp32	2017-07-20_15.55.43.327000
p52.wav	02b.png	153	methexp32	2017-07-20_15.55.43.327000
n45.wav	20b.png	153	methexp32	2017-07-20_15.55.43.327000
p22.wav	99.png	153	methexp32	2017-07-20_15.55.43.327000
p22.wav	67b.png	153	methexp32	2017-07-20_15.55.43.327000
n31.wav	13b.png	153	methexp32	2017-07-20_15.55.43.327000
n13.wav	12b.png	153	methexp32	2017-07-20_15.55.43.327000
neu3.wav	29.png	170	methexp32	2017-07-20_15.55.43.327000
p21.wav	14b.png	153	methexp32	2017-07-20_15.55.43.327000
n46.wav	68b.png	153	methexp32	2017-07-20_15.55.43.327000
n45.wav	98b.png	153	methexp32	2017-07-20_15.55.43.327000
n11.wav	77b.png	153	methexp32	2017-07-20_15.55.43.327000
p36.wav	16b.png	153	methexp32	2017-07-20_15.55.43.327000
n31.wav	98b.png	153	methexp32	2017-07-20_15.55.43.327000
neu5.wav	29.png	170	methexp32	2017-07-20_15.55.43.327000
n11.wav	68b.png	153	methexp32	2017-07-20_15.55.43.327000
n31.wav	43.png	153	methexp32	2017-07-20_15.55.43.327000
p91.wav	02b.png	153	methexp32	2017-07-20_15.55.43.327000
p53.wav	67b.png	153	methexp32	2017-07-20_15.55.43.327000
neu1.wav	50.png	158	methexp32	2017-07-20_15.55.43.327000
p89.wav	02b.png	153	methexp32	2017-07-20_15.55.43.327000
n31.wav	12b.png	153	methexp32	2017-07-20_15.55.43.327000
p21.wav	67b.png	153	methexp32	2017-07-20_15.55.43.327000
neu3.wav	50.png	158	methexp32	2017-07-20_15.55.43.327000
p52.wav	70b.png	153	methexp32	2017-07-20_15.55.43.327000
p73.wav	02b.png	153	methexp32	2017-07-20_15.55.43.327000
n11.wav	20b.png	153	methexp32	2017-07-20_15.55.43.327000
n14.wav	68b.png	153	methexp32	2017-07-20_15.55.43.327000
p89.wav	72b.png	153	methexp32	2017-07-20_15.55.43.327000
p91.wav	70b.png	153	methexp32	2017-07-20_15.55.43.327000
