ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
33	99.png	n25.wav	153	1	0	90	99.png	1	methexp32	2017-07-20_16.19.46.723000
33	43.png	n31.wav	153	2	90	0	43.png	1	methexp32	2017-07-20_16.19.46.723000
33	50.png	neu10.wav	170	3	180	270	50.png	1	methexp32	2017-07-20_16.19.46.723000
33	67b.png	p22.wav	153	4	270	180	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	12b.png	n46.wav	153	5	270	180	67b.png	0	methexp32	2017-07-20_16.19.46.723000
33	16b.png	p91.wav	153	6	180	0	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n46.wav	153	7	180	90	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	68b.png	n14.wav	153	8	0	270	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p52.wav	153	9	270	180	12b.png	0	methexp32	2017-07-20_16.19.46.723000
33	50.png	neu4.wav	170	10	180	0	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	98b.png	p91.wav	153	11	90	270	39b.png	0	methexp32	2017-07-20_16.19.46.723000
33	72b.png	n25.wav	153	12	0	270	67b.png	0	methexp32	2017-07-20_16.19.46.723000
33	68b.png	n40.wav	153	13	180	0	39b.png	0	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p45.wav	153	14	0	180	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	98b.png	p23.wav	153	15	270	180	43.png	0	methexp32	2017-07-20_16.19.46.723000
33	81b.png	n40.wav	153	16	180	270	20b.png	0	methexp32	2017-07-20_16.19.46.723000
33	14b.png	p52.wav	153	17	90	180	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	50.png	neu8.wav	170	18	0	180	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	39b.png	n14.wav	153	19	180	0	72b.png	0	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p53.wav	153	20	90	0	39b.png	0	methexp32	2017-07-20_16.19.46.723000
33	70b.png	p91.wav	153	21	180	0	99.png	0	methexp32	2017-07-20_16.19.46.723000
33	98b.png	p36.wav	153	22	270	0	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	70b.png	p36.wav	153	23	90	270	67b.png	0	methexp32	2017-07-20_16.19.46.723000
33	72b.png	n13.wav	153	24	0	180	99.png	0	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p89.wav	153	25	90	0	43.png	0	methexp32	2017-07-20_16.19.46.723000
33	14b.png	p21.wav	153	26	270	90	77b.png	0	methexp32	2017-07-20_16.19.46.723000
33	72b.png	n40.wav	153	27	90	0	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	99.png	n14.wav	153	28	180	270	50.png	0	methexp32	2017-07-20_16.19.46.723000
33	12b.png	n31.wav	153	29	90	270	16b.png	0	methexp32	2017-07-20_16.19.46.723000
33	72b.png	n30.wav	153	30	270	0	98b.png	0	methexp32	2017-07-20_16.19.46.723000
33	70b.png	p22.wav	153	31	90	270	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	70b.png	p73.wav	153	32	0	180	13b.png	0	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p21.wav	153	33	0	180	81b.png	0	methexp32	2017-07-20_16.19.46.723000
33	39b.png	n46.wav	153	34	90	270	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	68b.png	n45.wav	153	35	180	0	81b.png	0	methexp32	2017-07-20_16.19.46.723000
33	72b.png	n31.wav	153	36	90	180	02b.png	0	methexp32	2017-07-20_16.19.46.723000
33	50.png	neu6.wav	170	37	270	0	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	67b.png	p45.wav	153	38	90	270	67b.png	1	methexp32	2017-07-20_16.19.46.723000
33	39b.png	n13.wav	153	39	90	0	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	16b.png	p89.wav	153	40	0	270	70b.png	0	methexp32	2017-07-20_16.19.46.723000
33	14b.png	p22.wav	153	41	270	90	98b.png	0	methexp32	2017-07-20_16.19.46.723000
33	16b.png	p53.wav	153	42	0	90	67b.png	0	methexp32	2017-07-20_16.19.46.723000
33	81b.png	n31.wav	153	43	0	270	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	16b.png	p23.wav	153	44	270	0	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	98b.png	p45.wav	153	45	270	0	81b.png	0	methexp32	2017-07-20_16.19.46.723000
33	20b.png	p91.wav	153	46	0	90	50.png	0	methexp32	2017-07-20_16.19.46.723000
33	20b.png	p45.wav	153	47	270	90	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	02b.png	p89.wav	153	48	180	0	12b.png	0	methexp32	2017-07-20_16.19.46.723000
33	70b.png	p89.wav	153	49	0	270	98b.png	0	methexp32	2017-07-20_16.19.46.723000
33	29.png	neu3.wav	158	50	0	270	29.png	1	methexp32	2017-07-20_16.19.46.723000
33	12b.png	n40.wav	153	51	90	0	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n45.wav	153	52	0	90	98b.png	0	methexp32	2017-07-20_16.19.46.723000
33	67b.png	p23.wav	153	53	270	0	39b.png	0	methexp32	2017-07-20_16.19.46.723000
33	02b.png	p91.wav	153	54	270	180	43.png	0	methexp32	2017-07-20_16.19.46.723000
33	14b.png	p89.wav	153	55	270	0	43.png	0	methexp32	2017-07-20_16.19.46.723000
33	70b.png	p45.wav	153	56	180	270	77b.png	0	methexp32	2017-07-20_16.19.46.723000
33	67b.png	p91.wav	153	57	270	90	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n31.wav	153	58	90	0	77b.png	1	methexp32	2017-07-20_16.19.46.723000
33	81b.png	n46.wav	153	59	90	0	72b.png	0	methexp32	2017-07-20_16.19.46.723000
33	43.png	n30.wav	153	60	0	270	72b.png	0	methexp32	2017-07-20_16.19.46.723000
33	99.png	n50.wav	153	61	270	0	13b.png	0	methexp32	2017-07-20_16.19.46.723000
33	50.png	neu7.wav	170	62	90	0	50.png	1	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n30.wav	153	63	90	270	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	02b.png	p36.wav	153	64	180	0	70b.png	0	methexp32	2017-07-20_16.19.46.723000
33	20b.png	p36.wav	153	65	0	90	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	81b.png	n45.wav	153	66	0	270	39b.png	0	methexp32	2017-07-20_16.19.46.723000
33	81b.png	n30.wav	153	67	90	0	77b.png	0	methexp32	2017-07-20_16.19.46.723000
33	99.png	n45.wav	153	68	180	0	43.png	0	methexp32	2017-07-20_16.19.46.723000
33	14b.png	p91.wav	153	69	0	270	77b.png	0	methexp32	2017-07-20_16.19.46.723000
33	29.png	neu6.wav	158	70	180	0	29.png	1	methexp32	2017-07-20_16.19.46.723000
33	20b.png	p23.wav	153	71	90	0	70b.png	0	methexp32	2017-07-20_16.19.46.723000
33	29.png	neu10.wav	158	72	90	270	29.png	1	methexp32	2017-07-20_16.19.46.723000
33	70b.png	p52.wav	153	73	0	180	98b.png	0	methexp32	2017-07-20_16.19.46.723000
33	68b.png	n30.wav	153	74	0	90	81b.png	0	methexp32	2017-07-20_16.19.46.723000
33	39b.png	n25.wav	153	75	0	180	12b.png	0	methexp32	2017-07-20_16.19.46.723000
33	81b.png	n25.wav	153	76	270	90	43.png	0	methexp32	2017-07-20_16.19.46.723000
33	50.png	neu5.wav	170	77	180	90	50.png	1	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p36.wav	153	78	270	90	77b.png	0	methexp32	2017-07-20_16.19.46.723000
33	20b.png	p89.wav	153	79	180	0	77b.png	0	methexp32	2017-07-20_16.19.46.723000
33	99.png	n11.wav	153	80	180	0	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	02b.png	p45.wav	153	81	270	90	77b.png	0	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p91.wav	153	82	90	270	20b.png	0	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n40.wav	153	83	0	90	72b.png	0	methexp32	2017-07-20_16.19.46.723000
33	16b.png	p45.wav	153	84	270	90	98b.png	0	methexp32	2017-07-20_16.19.46.723000
33	13b.png	p22.wav	153	85	270	180	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	67b.png	p52.wav	153	86	180	90	13b.png	0	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n50.wav	153	87	0	180	02b.png	0	methexp32	2017-07-20_16.19.46.723000
33	72b.png	n45.wav	153	88	90	0	72b.png	1	methexp32	2017-07-20_16.19.46.723000
33	98b.png	p73.wav	153	89	0	90	29.png	0	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n11.wav	153	90	0	270	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	43.png	n50.wav	153	91	90	0	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	29.png	neu5.wav	158	92	90	180	29.png	1	methexp32	2017-07-20_16.19.46.723000
33	77b.png	n14.wav	153	93	0	270	72b.png	0	methexp32	2017-07-20_16.19.46.723000
33	98b.png	p52.wav	153	94	180	0	14b.png	0	methexp32	2017-07-20_16.19.46.723000
33	02b.png	p73.wav	153	95	270	90	20b.png	0	methexp32	2017-07-20_16.19.46.723000
33	50.png	neu1.wav	170	96	90	0	68b.png	0	methexp32	2017-07-20_16.19.46.723000
33	68b.png	n31.wav	153	97	270	90	81b.png	0	methexp32	2017-07-20_16.19.46.723000
33	12b.png	n14.wav	153	98	90	270	72b.png	0	methexp32	2017-07-20_16.19.46.723000
33	20b.png	p73.wav	153	99	180	270	39b.png	0	methexp32	2017-07-20_16.19.46.723000
33	72b.png	n46.wav	153	100	270	180	81b.png	0	methexp32	2017-07-20_16.19.46.723000
33	16b.png	p52.wav	153	101	90	270	12b.png	0	methexp32	2017-07-20_16.19.46.723000
