ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
41	43.png	p89.wav	153	1	0	180	02b.png	0	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p22.wav	153	2	90	180	43.png	0	methexp32	2017-07-27_15.15.01.543000
41	39b.png	n25.wav	153	3	90	180	14b.png	0	methexp32	2017-07-27_15.15.01.543000
41	43.png	p23.wav	153	4	270	0	02b.png	0	methexp32	2017-07-27_15.15.01.543000
41	67b.png	n31.wav	153	5	0	90	29.png	0	methexp32	2017-07-27_15.15.01.543000
41	72b.png	n31.wav	153	6	0	180	77b.png	0	methexp32	2017-07-27_15.15.01.543000
41	50.png	neu8.wav	170	7	90	0	68b.png	0	methexp32	2017-07-27_15.15.01.543000
41	12b.png	p21.wav	153	8	180	270	29.png	0	methexp32	2017-07-27_15.15.01.543000
41	98b.png	p73.wav	153	9	0	180	39b.png	0	methexp32	2017-07-27_15.15.01.543000
41	29.png	neu10.wav	158	10	180	270	29.png	1	methexp32	2017-07-27_15.15.01.543000
41	43.png	p22.wav	153	11	180	270	16b.png	0	methexp32	2017-07-27_15.15.01.543000
41	72b.png	n13.wav	153	12	0	270	98b.png	0	methexp32	2017-07-27_15.15.01.543000
41	67b.png	n30.wav	153	13	180	90	14b.png	0	methexp32	2017-07-27_15.15.01.543000
41	99.png	n46.wav	153	14	180	0	43.png	0	methexp32	2017-07-27_15.15.01.543000
41	67b.png	n46.wav	153	15	270	90	99.png	0	methexp32	2017-07-27_15.15.01.543000
41	02b.png	n13.wav	153	16	90	0	20b.png	0	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p89.wav	153	17	0	90	50.png	0	methexp32	2017-07-27_15.15.01.543000
41	12b.png	p45.wav	153	18	180	270	81b.png	0	methexp32	2017-07-27_15.15.01.543000
41	70b.png	p73.wav	153	19	180	270	20b.png	0	methexp32	2017-07-27_15.15.01.543000
41	77b.png	p73.wav	153	20	180	90	77b.png	1	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p23.wav	153	21	180	0	12b.png	0	methexp32	2017-07-27_15.15.01.543000
41	70b.png	p91.wav	153	22	0	270	12b.png	0	methexp32	2017-07-27_15.15.01.543000
41	72b.png	n45.wav	153	23	0	180	02b.png	0	methexp32	2017-07-27_15.15.01.543000
41	39b.png	n11.wav	153	24	0	270	02b.png	0	methexp32	2017-07-27_15.15.01.543000
41	39b.png	n45.wav	153	25	90	270	77b.png	0	methexp32	2017-07-27_15.15.01.543000
41	81b.png	p91.wav	153	26	270	0	13b.png	0	methexp32	2017-07-27_15.15.01.543000
41	72b.png	n30.wav	153	27	0	270	43.png	0	methexp32	2017-07-27_15.15.01.543000
41	98b.png	p21.wav	153	28	270	0	39b.png	0	methexp32	2017-07-27_15.15.01.543000
41	68b.png	n45.wav	153	29	270	180	16b.png	0	methexp32	2017-07-27_15.15.01.543000
41	50.png	neu6.wav	170	30	0	180	50.png	1	methexp32	2017-07-27_15.15.01.543000
41	81b.png	p53.wav	153	31	0	90	50.png	0	methexp32	2017-07-27_15.15.01.543000
41	67b.png	n14.wav	153	32	90	180	81b.png	0	methexp32	2017-07-27_15.15.01.543000
41	02b.png	n50.wav	153	33	180	0	77b.png	0	methexp32	2017-07-27_15.15.01.543000
41	81b.png	p23.wav	153	34	90	180	77b.png	0	methexp32	2017-07-27_15.15.01.543000
41	50.png	neu7.wav	170	35	270	180	50.png	1	methexp32	2017-07-27_15.15.01.543000
41	99.png	n14.wav	153	36	0	90	13b.png	0	methexp32	2017-07-27_15.15.01.543000
41	29.png	neu8.wav	158	37	270	180	68b.png	0	methexp32	2017-07-27_15.15.01.543000
41	81b.png	p73.wav	153	38	0	90	77b.png	0	methexp32	2017-07-27_15.15.01.543000
41	98b.png	p53.wav	153	39	0	90	81b.png	0	methexp32	2017-07-27_15.15.01.543000
41	77b.png	p52.wav	153	40	0	90	13b.png	0	methexp32	2017-07-27_15.15.01.543000
41	14b.png	p21.wav	153	41	270	180	20b.png	0	methexp32	2017-07-27_15.15.01.543000
41	16b.png	n50.wav	153	42	270	0	13b.png	0	methexp32	2017-07-27_15.15.01.543000
41	20b.png	n11.wav	153	43	90	270	12b.png	0	methexp32	2017-07-27_15.15.01.543000
41	20b.png	n14.wav	153	44	270	180	68b.png	0	methexp32	2017-07-27_15.15.01.543000
41	43.png	p73.wav	153	45	180	0	29.png	0	methexp32	2017-07-27_15.15.01.543000
41	12b.png	p91.wav	153	46	90	0	39b.png	0	methexp32	2017-07-27_15.15.01.543000
41	20b.png	n30.wav	153	47	0	90	43.png	0	methexp32	2017-07-27_15.15.01.543000
41	99.png	n11.wav	153	48	270	180	13b.png	0	methexp32	2017-07-27_15.15.01.543000
41	98b.png	p23.wav	153	49	90	270	16b.png	0	methexp32	2017-07-27_15.15.01.543000
41	50.png	neu9.wav	170	50	270	180	50.png	1	methexp32	2017-07-27_15.15.01.543000
41	99.png	n31.wav	153	51	90	180	29.png	0	methexp32	2017-07-27_15.15.01.543000
41	20b.png	n31.wav	153	52	270	0	39b.png	0	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p21.wav	153	53	0	180	99.png	0	methexp32	2017-07-27_15.15.01.543000
41	02b.png	n30.wav	153	54	0	270	67b.png	0	methexp32	2017-07-27_15.15.01.543000
41	14b.png	p91.wav	153	55	0	180	29.png	0	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p52.wav	153	56	180	270	39b.png	0	methexp32	2017-07-27_15.15.01.543000
41	67b.png	n13.wav	153	57	90	270	68b.png	0	methexp32	2017-07-27_15.15.01.543000
41	70b.png	p22.wav	153	58	0	180	39b.png	0	methexp32	2017-07-27_15.15.01.543000
41	02b.png	n11.wav	153	59	90	180	02b.png	1	methexp32	2017-07-27_15.15.01.543000
41	98b.png	p36.wav	153	60	180	0	43.png	0	methexp32	2017-07-27_15.15.01.543000
41	67b.png	n50.wav	153	61	270	0	99.png	0	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p91.wav	153	62	180	270	81b.png	0	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p53.wav	153	63	0	180	98b.png	0	methexp32	2017-07-27_15.15.01.543000
41	50.png	neu1.wav	170	64	0	270	50.png	1	methexp32	2017-07-27_15.15.01.543000
41	13b.png	p73.wav	153	65	0	90	70b.png	0	methexp32	2017-07-27_15.15.01.543000
41	68b.png	n14.wav	153	66	90	270	16b.png	0	methexp32	2017-07-27_15.15.01.543000
41	12b.png	p52.wav	153	67	0	180	99.png	0	methexp32	2017-07-27_15.15.01.543000
41	20b.png	n13.wav	153	68	90	270	99.png	0	methexp32	2017-07-27_15.15.01.543000
41	72b.png	n40.wav	153	69	90	180	20b.png	0	methexp32	2017-07-27_15.15.01.543000
41	12b.png	p36.wav	153	70	270	0	13b.png	0	methexp32	2017-07-27_15.15.01.543000
41	50.png	neu2.wav	170	71	90	0	50.png	1	methexp32	2017-07-27_15.15.01.543000
41	20b.png	n25.wav	153	72	270	0	50.png	0	methexp32	2017-07-27_15.15.01.543000
41	02b.png	n31.wav	153	73	90	0	77b.png	0	methexp32	2017-07-27_15.15.01.543000
41	14b.png	p53.wav	153	74	270	0	12b.png	0	methexp32	2017-07-27_15.15.01.543000
41	29.png	neu7.wav	158	75	180	0	29.png	1	methexp32	2017-07-27_15.15.01.543000
41	14b.png	p89.wav	153	76	90	180	98b.png	0	methexp32	2017-07-27_15.15.01.543000
41	16b.png	n11.wav	153	77	270	180	39b.png	0	methexp32	2017-07-27_15.15.01.543000
