ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
31	131	17.907000	67b.png	positive	153	1	methexp32	2017-07-20_15.02.24.469000
31	70	4.045000	29.png	neutral	170	2	methexp32	2017-07-20_15.02.24.469000
31	171	7.397000	81b.png	negative	153	3	methexp32	2017-07-20_15.02.24.469000
31	100	2.627000	77b.png	negative	153	4	methexp32	2017-07-20_15.02.24.469000
31	15	3.745000	14b.png	negative	153	5	methexp32	2017-07-20_15.02.24.469000
31	195	3.306000	72b.png	positive	153	6	methexp32	2017-07-20_15.02.24.469000
31	117	2.537000	13b.png	negative	153	7	methexp32	2017-07-20_15.02.24.469000
31	128	2.607000	16b.png	negative	153	8	methexp32	2017-07-20_15.02.24.469000
31	175	2.556000	12b.png	positive	153	9	methexp32	2017-07-20_15.02.24.469000
31	62	1.927000	98b.png	negative	153	10	methexp32	2017-07-20_15.02.24.469000
31	72	2.475000	70b.png	positive	153	11	methexp32	2017-07-20_15.02.24.469000
31	104	3.836000	02b.png	positive	153	12	methexp32	2017-07-20_15.02.24.469000
31	53	4.514000	43.png	positive	153	13	methexp32	2017-07-20_15.02.24.469000
31	151	3.657000	50.png	neutral	158	14	methexp32	2017-07-20_15.02.24.469000
31	100	2.126000	39b.png	negative	153	15	methexp32	2017-07-20_15.02.24.469000
31	183	3.207000	68b.png	positive	153	16	methexp32	2017-07-20_15.02.24.469000
31	151	2.816000	99.png	negative	153	17	methexp32	2017-07-20_15.02.24.469000
31	100	2.585000	20b.png	positive	153	18	methexp32	2017-07-20_15.02.24.469000
