ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
32	110	7.119000	20b.png	negative	153	1	methexp32	2017-07-20_15.55.43.327000
32	70	4.607000	77b.png	negative	153	2	methexp32	2017-07-20_15.55.43.327000
32	40	3.502000	67b.png	positive	153	3	methexp32	2017-07-20_15.55.43.327000
32	30	2.707000	72b.png	positive	153	4	methexp32	2017-07-20_15.55.43.327000
32	31	2.617000	16b.png	positive	153	5	methexp32	2017-07-20_15.55.43.327000
32	101	3.537000	81b.png	positive	153	6	methexp32	2017-07-20_15.55.43.327000
32	101	3.246000	39b.png	negative	153	7	methexp32	2017-07-20_15.55.43.327000
32	82	3.106000	02b.png	positive	153	8	methexp32	2017-07-20_15.55.43.327000
32	70	2.844000	29.png	neutral	170	9	methexp32	2017-07-20_15.55.43.327000
32	80	2.917000	68b.png	negative	153	10	methexp32	2017-07-20_15.55.43.327000
32	120	2.095000	14b.png	positive	153	11	methexp32	2017-07-20_15.55.43.327000
32	70	2.397000	99.png	positive	153	12	methexp32	2017-07-20_15.55.43.327000
32	79	1.907000	98b.png	negative	153	13	methexp32	2017-07-20_15.55.43.327000
32	101	1.917000	50.png	neutral	158	14	methexp32	2017-07-20_15.55.43.327000
32	70	2.646000	70b.png	positive	153	15	methexp32	2017-07-20_15.55.43.327000
32	81	2.347000	13b.png	negative	153	16	methexp32	2017-07-20_15.55.43.327000
32	68	2.475000	43.png	negative	153	17	methexp32	2017-07-20_15.55.43.327000
32	100	2.498000	12b.png	negative	153	18	methexp32	2017-07-20_15.55.43.327000
