ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
42	0	3.580000	81b.png	negative	153	1	methexp32	2017-07-27_15.15.25.143000
42	0	1.484000	43.png	negative	153	2	methexp32	2017-07-27_15.15.25.143000
42	0	1.545000	39b.png	positive	153	3	methexp32	2017-07-27_15.15.25.143000
42	0	1.306000	67b.png	positive	153	4	methexp32	2017-07-27_15.15.25.143000
42	0	1.445000	13b.png	negative	153	5	methexp32	2017-07-27_15.15.25.143000
42	0	1.415000	99.png	positive	153	6	methexp32	2017-07-27_15.15.25.143000
42	0	1.326000	72b.png	negative	153	7	methexp32	2017-07-27_15.15.25.143000
42	0	1.536000	16b.png	positive	153	8	methexp32	2017-07-27_15.15.25.143000
42	0	1.425000	50.png	neutral	158	9	methexp32	2017-07-27_15.15.25.143000
42	0	1.054000	29.png	neutral	170	10	methexp32	2017-07-27_15.15.25.143000
42	1	1.216000	77b.png	positive	153	11	methexp32	2017-07-27_15.15.25.143000
42	0	1.705000	98b.png	negative	153	12	methexp32	2017-07-27_15.15.25.143000
42	0	0.974000	02b.png	positive	153	13	methexp32	2017-07-27_15.15.25.143000
42	0	1.155000	12b.png	negative	153	14	methexp32	2017-07-27_15.15.25.143000
42	0	1.086000	14b.png	negative	153	15	methexp32	2017-07-27_15.15.25.143000
42	0	0.976000	70b.png	positive	153	16	methexp32	2017-07-27_15.15.25.143000
42	0	1.686000	68b.png	positive	153	17	methexp32	2017-07-27_15.15.25.143000
42	0	1.505000	20b.png	negative	153	18	methexp32	2017-07-27_15.15.25.143000
