ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
45	94	11.156000	20b.png	positive	153	1	methexp32	2017-07-31_10.19.29.527000
45	84	2.516000	16b.png	negative	153	2	methexp32	2017-07-31_10.19.29.527000
45	96	2.285000	67b.png	negative	153	3	methexp32	2017-07-31_10.19.29.527000
45	122	3.598000	14b.png	negative	153	4	methexp32	2017-07-31_10.19.29.527000
45	88	2.468000	98b.png	positive	153	5	methexp32	2017-07-31_10.19.29.527000
45	127	2.717000	72b.png	positive	153	6	methexp32	2017-07-31_10.19.29.527000
45	102	2.437000	99.png	negative	153	7	methexp32	2017-07-31_10.19.29.527000
45	117	2.367000	50.png	neutral	170	8	methexp32	2017-07-31_10.19.29.527000
45	95	2.227000	29.png	neutral	158	9	methexp32	2017-07-31_10.19.29.527000
45	118	4.676000	68b.png	positive	153	10	methexp32	2017-07-31_10.19.29.527000
45	80	2.218000	77b.png	positive	153	11	methexp32	2017-07-31_10.19.29.527000
45	94	3.627000	12b.png	negative	153	12	methexp32	2017-07-31_10.19.29.527000
45	120	2.618000	13b.png	negative	153	13	methexp32	2017-07-31_10.19.29.527000
45	133	2.176000	70b.png	negative	153	14	methexp32	2017-07-31_10.19.29.527000
45	132	2.085000	81b.png	positive	153	15	methexp32	2017-07-31_10.19.29.527000
45	103	2.107000	39b.png	negative	153	16	methexp32	2017-07-31_10.19.29.527000
45	82	2.647000	02b.png	positive	153	17	methexp32	2017-07-31_10.19.29.527000
45	78	2.016000	43.png	positive	153	18	methexp32	2017-07-31_10.19.29.527000
