ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
38	57	7.910000	67b.png	positive	153	1	methexp32	2017-07-25_14.52.06.402000
38	140	3.886000	99.png	negative	153	2	methexp32	2017-07-25_14.52.06.402000
38	137	3.996000	20b.png	positive	153	3	methexp32	2017-07-25_14.52.06.402000
38	82	5.167000	98b.png	negative	153	4	methexp32	2017-07-25_14.52.06.402000
38	33	3.686000	13b.png	positive	153	5	methexp32	2017-07-25_14.52.06.402000
38	131	5.095000	39b.png	positive	153	6	methexp32	2017-07-25_14.52.06.402000
38	161	3.757000	12b.png	positive	153	7	methexp32	2017-07-25_14.52.06.402000
38	40	4.237000	81b.png	negative	153	8	methexp32	2017-07-25_14.52.06.402000
38	74	3.986000	16b.png	positive	153	9	methexp32	2017-07-25_14.52.06.402000
38	163	5.086000	70b.png	negative	153	10	methexp32	2017-07-25_14.52.06.402000
38	34	3.697000	14b.png	negative	153	11	methexp32	2017-07-25_14.52.06.402000
38	199	2.706000	29.png	neutral	170	12	methexp32	2017-07-25_14.52.06.402000
38	159	2.946000	02b.png	positive	153	13	methexp32	2017-07-25_14.52.06.402000
38	28	2.677000	77b.png	positive	153	14	methexp32	2017-07-25_14.52.06.402000
38	199	3.444000	50.png	neutral	158	15	methexp32	2017-07-25_14.52.06.402000
38	156	2.477000	72b.png	negative	153	16	methexp32	2017-07-25_14.52.06.402000
38	62	3.337000	68b.png	negative	153	17	methexp32	2017-07-25_14.52.06.402000
38	81	2.614000	43.png	negative	153	18	methexp32	2017-07-25_14.52.06.402000
