ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
46	120	13.789000	67b.png	negative	153	1	methexp32	2017-07-31_15.05.00.793000
46	130	5.536000	50.png	neutral	170	2	methexp32	2017-07-31_15.05.00.793000
46	59	8.375000	98b.png	positive	153	3	methexp32	2017-07-31_15.05.00.793000
46	50	8.036000	72b.png	positive	153	4	methexp32	2017-07-31_15.05.00.793000
46	129	5.456000	20b.png	positive	153	5	methexp32	2017-07-31_15.05.00.793000
46	70	9.566000	43.png	negative	153	6	methexp32	2017-07-31_15.05.00.793000
46	118	10.897000	13b.png	negative	153	7	methexp32	2017-07-31_15.05.00.793000
46	151	4.385000	14b.png	positive	153	8	methexp32	2017-07-31_15.05.00.793000
46	159	7.447000	12b.png	negative	153	9	methexp32	2017-07-31_15.05.00.793000
46	110	6.785000	02b.png	negative	153	10	methexp32	2017-07-31_15.05.00.793000
46	149	3.355000	77b.png	negative	153	11	methexp32	2017-07-31_15.05.00.793000
46	80	7.488000	16b.png	positive	153	12	methexp32	2017-07-31_15.05.00.793000
46	69	3.596000	68b.png	negative	153	13	methexp32	2017-07-31_15.05.00.793000
46	110	3.767000	39b.png	positive	153	14	methexp32	2017-07-31_15.05.00.793000
46	140	5.896000	81b.png	positive	153	15	methexp32	2017-07-31_15.05.00.793000
46	121	7.025000	29.png	neutral	158	16	methexp32	2017-07-31_15.05.00.793000
46	109	7.866000	70b.png	negative	153	17	methexp32	2017-07-31_15.05.00.793000
46	110	3.585000	99.png	positive	153	18	methexp32	2017-07-31_15.05.00.793000
