ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
35	139	7.608000	20b.png	negative	153	1	methexp32	2017-07-21_10.42.58.851000
35	41	4.516000	70b.png	negative	153	2	methexp32	2017-07-21_10.42.58.851000
35	82	4.286000	72b.png	negative	153	3	methexp32	2017-07-21_10.42.58.851000
35	139	2.755000	13b.png	negative	153	4	methexp32	2017-07-21_10.42.58.851000
35	129	2.447000	14b.png	negative	153	5	methexp32	2017-07-21_10.42.58.851000
35	17	3.982000	29.png	neutral	170	6	methexp32	2017-07-21_10.42.58.851000
35	180	3.127000	12b.png	positive	153	7	methexp32	2017-07-21_10.42.58.851000
35	117	2.868000	67b.png	positive	153	8	methexp32	2017-07-21_10.42.58.851000
35	25	7.226000	16b.png	positive	153	9	methexp32	2017-07-21_10.42.58.851000
35	168	4.097000	98b.png	positive	153	10	methexp32	2017-07-21_10.42.58.851000
35	62	2.337000	68b.png	negative	153	11	methexp32	2017-07-21_10.42.58.851000
35	92	2.776000	50.png	neutral	158	12	methexp32	2017-07-21_10.42.58.851000
35	157	2.456000	39b.png	negative	153	13	methexp32	2017-07-21_10.42.58.851000
35	148	2.326000	77b.png	positive	153	14	methexp32	2017-07-21_10.42.58.851000
35	103	2.077000	81b.png	positive	153	15	methexp32	2017-07-21_10.42.58.851000
35	17	2.557000	43.png	positive	153	16	methexp32	2017-07-21_10.42.58.851000
35	153	2.026000	02b.png	positive	153	17	methexp32	2017-07-21_10.42.58.851000
35	67	2.006000	99.png	negative	153	18	methexp32	2017-07-21_10.42.58.851000
