ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
45	20b.png	p22.wav	153	1	270	0	29.png	0	methexp32	2017-07-31_10.19.29.527000
45	67b.png	n50.wav	153	2	270	90	68b.png	0	methexp32	2017-07-31_10.19.29.527000
45	29.png	neu9.wav	158	3	0	180	29.png	1	methexp32	2017-07-31_10.19.29.527000
45	67b.png	n11.wav	153	4	270	180	77b.png	0	methexp32	2017-07-31_10.19.29.527000
45	29.png	neu2.wav	158	5	270	0	29.png	1	methexp32	2017-07-31_10.19.29.527000
45	67b.png	n46.wav	153	6	270	180	20b.png	0	methexp32	2017-07-31_10.19.29.527000
45	16b.png	n50.wav	153	7	270	90	98b.png	0	methexp32	2017-07-31_10.19.29.527000
45	67b.png	n40.wav	153	8	180	270	39b.png	0	methexp32	2017-07-31_10.19.29.527000
45	68b.png	p73.wav	153	9	0	270	20b.png	0	methexp32	2017-07-31_10.19.29.527000
45	20b.png	p91.wav	153	10	180	270	72b.png	0	methexp32	2017-07-31_10.19.29.527000
45	70b.png	n31.wav	153	11	180	270	67b.png	0	methexp32	2017-07-31_10.19.29.527000
45	13b.png	n50.wav	153	12	270	90	67b.png	0	methexp32	2017-07-31_10.19.29.527000
45	43.png	p73.wav	153	13	180	90	20b.png	0	methexp32	2017-07-31_10.19.29.527000
45	12b.png	n14.wav	153	14	180	90	20b.png	0	methexp32	2017-07-31_10.19.29.527000
45	20b.png	p89.wav	153	15	270	0	72b.png	0	methexp32	2017-07-31_10.19.29.527000
45	72b.png	p91.wav	153	16	0	270	16b.png	0	methexp32	2017-07-31_10.19.29.527000
45	67b.png	n13.wav	153	17	90	0	20b.png	0	methexp32	2017-07-31_10.19.29.527000
45	14b.png	n40.wav	153	18	0	90	70b.png	0	methexp32	2017-07-31_10.19.29.527000
45	99.png	n14.wav	153	19	90	0	20b.png	0	methexp32	2017-07-31_10.19.29.527000
45	29.png	neu3.wav	158	20	90	180	29.png	1	methexp32	2017-07-31_10.19.29.527000
45	39b.png	n31.wav	153	21	270	90	12b.png	0	methexp32	2017-07-31_10.19.29.527000
45	68b.png	p91.wav	153	22	180	270	67b.png	0	methexp32	2017-07-31_10.19.29.527000
45	14b.png	n46.wav	153	23	90	0	77b.png	0	methexp32	2017-07-31_10.19.29.527000
45	81b.png	p22.wav	153	24	90	180	43.png	0	methexp32	2017-07-31_10.19.29.527000
45	43.png	p53.wav	153	25	180	0	02b.png	0	methexp32	2017-07-31_10.19.29.527000
45	77b.png	p22.wav	153	26	90	0	68b.png	0	methexp32	2017-07-31_10.19.29.527000
45	43.png	p22.wav	153	27	0	90	77b.png	0	methexp32	2017-07-31_10.19.29.527000
45	20b.png	p36.wav	153	28	180	270	29.png	0	methexp32	2017-07-31_10.19.29.527000
45	43.png	p45.wav	153	29	90	180	77b.png	0	methexp32	2017-07-31_10.19.29.527000
45	16b.png	n13.wav	153	30	90	0	02b.png	0	methexp32	2017-07-31_10.19.29.527000
45	43.png	p23.wav	153	31	90	0	68b.png	0	methexp32	2017-07-31_10.19.29.527000
45	70b.png	n45.wav	153	32	0	90	98b.png	0	methexp32	2017-07-31_10.19.29.527000
45	12b.png	n40.wav	153	33	180	0	70b.png	0	methexp32	2017-07-31_10.19.29.527000
45	81b.png	p23.wav	153	34	90	180	67b.png	0	methexp32	2017-07-31_10.19.29.527000
45	16b.png	n40.wav	153	35	270	0	68b.png	0	methexp32	2017-07-31_10.19.29.527000
45	77b.png	p21.wav	153	36	0	90	39b.png	0	methexp32	2017-07-31_10.19.29.527000
45	70b.png	n11.wav	153	37	270	180	02b.png	0	methexp32	2017-07-31_10.19.29.527000
45	20b.png	p73.wav	153	38	270	90	14b.png	0	methexp32	2017-07-31_10.19.29.527000
45	12b.png	n46.wav	153	39	90	0	29.png	0	methexp32	2017-07-31_10.19.29.527000
45	13b.png	n13.wav	153	40	90	0	50.png	0	methexp32	2017-07-31_10.19.29.527000
45	99.png	n40.wav	153	41	90	0	98b.png	0	methexp32	2017-07-31_10.19.29.527000
45	20b.png	p52.wav	153	42	0	90	39b.png	0	methexp32	2017-07-31_10.19.29.527000
45	70b.png	n14.wav	153	43	90	270	81b.png	0	methexp32	2017-07-31_10.19.29.527000
45	70b.png	n30.wav	153	44	90	0	43.png	0	methexp32	2017-07-31_10.19.29.527000
45	12b.png	n31.wav	153	45	180	270	02b.png	0	methexp32	2017-07-31_10.19.29.527000
45	16b.png	n30.wav	153	46	270	0	67b.png	0	methexp32	2017-07-31_10.19.29.527000
45	39b.png	n14.wav	153	47	270	180	98b.png	0	methexp32	2017-07-31_10.19.29.527000
45	68b.png	p23.wav	153	48	90	270	77b.png	0	methexp32	2017-07-31_10.19.29.527000
45	70b.png	n25.wav	153	49	90	0	50.png	0	methexp32	2017-07-31_10.19.29.527000
45	81b.png	p53.wav	153	50	0	90	77b.png	0	methexp32	2017-07-31_10.19.29.527000
45	50.png	neu8.wav	170	51	270	90	68b.png	0	methexp32	2017-07-31_10.19.29.527000
45	77b.png	p73.wav	153	52	90	0	13b.png	0	methexp32	2017-07-31_10.19.29.527000
45	12b.png	n45.wav	153	53	270	90	13b.png	0	methexp32	2017-07-31_10.19.29.527000
45	39b.png	n11.wav	153	54	90	0	68b.png	0	methexp32	2017-07-31_10.19.29.527000
45	99.png	n31.wav	153	55	180	270	39b.png	0	methexp32	2017-07-31_10.19.29.527000
45	72b.png	p36.wav	153	56	270	90	14b.png	0	methexp32	2017-07-31_10.19.29.527000
45	29.png	neu6.wav	158	57	0	270	98b.png	0	methexp32	2017-07-31_10.19.29.527000
45	43.png	p89.wav	153	58	180	90	39b.png	0	methexp32	2017-07-31_10.19.29.527000
45	70b.png	n40.wav	153	59	270	180	29.png	0	methexp32	2017-07-31_10.19.29.527000
45	02b.png	p23.wav	153	60	180	0	81b.png	0	methexp32	2017-07-31_10.19.29.527000
45	50.png	neu1.wav	170	61	270	180	50.png	1	methexp32	2017-07-31_10.19.29.527000
