US	CS	Time	PCName	timeStamp
p73.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
n45.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
n11.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
p52.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
p23.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	16b.png	153	methexp32	2017-07-24_12.02.08.484000
n13.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
n25.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
n14.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
p91.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
n30.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
n40.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
p45.wav	16b.png	153	methexp32	2017-07-24_12.02.08.484000
p21.wav	16b.png	153	methexp32	2017-07-24_12.02.08.484000
n13.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
n50.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
n31.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
neu8.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
neu10.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
p23.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
p89.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
neu4.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
p21.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
n45.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
neu10.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
p73.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
n40.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
p73.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
n25.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
p21.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
p22.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
p45.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
n30.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
neu4.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
n45.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
n31.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
n11.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
p45.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
n40.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
p73.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
n11.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
n40.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
n14.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
p89.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
n30.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
p22.wav	16b.png	153	methexp32	2017-07-24_12.02.08.484000
p21.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
p73.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
neu6.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
n46.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
p52.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
p89.wav	16b.png	153	methexp32	2017-07-24_12.02.08.484000
p52.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
n31.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
n30.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
n25.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
n50.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
n11.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
n50.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
p91.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
p22.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
p91.wav	16b.png	153	methexp32	2017-07-24_12.02.08.484000
p22.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
n13.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
n50.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
n45.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
n45.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
n11.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
neu5.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
neu7.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
p36.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
n14.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
n46.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
n31.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
p36.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
p91.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
n31.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
neu7.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
n46.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
n45.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
neu2.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
n31.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
n14.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
p23.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
n25.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
p36.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
p21.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
p22.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
n14.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
n46.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
p89.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
n45.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
neu1.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
neu6.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
p36.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
p22.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
n45.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
p36.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
neu3.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
n31.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
neu1.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
n30.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
n30.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
n46.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
p73.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
n11.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
p52.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
n40.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
neu5.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
n13.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
p45.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
p23.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
p91.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
n50.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
n25.wav	20b.png	153	methexp32	2017-07-24_12.02.08.484000
p21.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
p91.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
p21.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
neu2.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
n14.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
p89.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
neu9.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
n30.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
p52.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
p91.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
p23.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
p21.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
p52.wav	98b.png	153	methexp32	2017-07-24_12.02.08.484000
n31.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
p52.wav	16b.png	153	methexp32	2017-07-24_12.02.08.484000
neu3.wav	50.png	158	methexp32	2017-07-24_12.02.08.484000
n50.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
n25.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
p89.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
p22.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
n40.wav	12b.png	153	methexp32	2017-07-24_12.02.08.484000
n14.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
p73.wav	43.png	153	methexp32	2017-07-24_12.02.08.484000
neu8.wav	29.png	170	methexp32	2017-07-24_12.02.08.484000
p45.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
p53.wav	70b.png	153	methexp32	2017-07-24_12.02.08.484000
p36.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
n25.wav	99.png	153	methexp32	2017-07-24_12.02.08.484000
p45.wav	68b.png	153	methexp32	2017-07-24_12.02.08.484000
n50.wav	77b.png	153	methexp32	2017-07-24_12.02.08.484000
n11.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
n46.wav	39b.png	153	methexp32	2017-07-24_12.02.08.484000
p36.wav	13b.png	153	methexp32	2017-07-24_12.02.08.484000
p23.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
p45.wav	72b.png	153	methexp32	2017-07-24_12.02.08.484000
p23.wav	81b.png	153	methexp32	2017-07-24_12.02.08.484000
n50.wav	02b.png	153	methexp32	2017-07-24_12.02.08.484000
n40.wav	67b.png	153	methexp32	2017-07-24_12.02.08.484000
n13.wav	14b.png	153	methexp32	2017-07-24_12.02.08.484000
