ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
144	Gar nicht	04.png	1	methexp32	2017-02-15_15.07.51.789000
144	Gar nicht	50.png	2	methexp32	2017-02-15_15.07.51.789000
144	Kenne ich	20.png	3	methexp32	2017-02-15_15.07.51.789000
144	Gar nicht	03.png	4	methexp32	2017-02-15_15.07.51.789000
144	Schon mal gesehen	51.png	5	methexp32	2017-02-15_15.07.51.789000
144	Schon mal gesehen	14.png	6	methexp32	2017-02-15_15.07.51.789000
144	Gar nicht	22.png	7	methexp32	2017-02-15_15.07.51.789000
144	Kenne ich	08.png	8	methexp32	2017-02-15_15.07.51.789000
