ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
314	Kenne ich sehr gut	14.png	1	methexp32	2017-05-08_13.38.06.207000
314	Kenne ich sehr gut	22.png	2	methexp32	2017-05-08_13.38.06.207000
314	Kenne ich sehr gut	08.png	3	methexp32	2017-05-08_13.38.06.207000
314	Gar nicht	20.png	4	methexp32	2017-05-08_13.38.06.207000
314	Gar nicht	50.png	5	methexp32	2017-05-08_13.38.06.207000
314	Gar nicht	51.png	6	methexp32	2017-05-08_13.38.06.207000
314	Gar nicht	03.png	7	methexp32	2017-05-08_13.38.06.207000
314	Gar nicht	04.png	8	methexp32	2017-05-08_13.38.06.207000
