ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
260	14.png	n30.wav	250	1	90	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	08.png	p53.wav	250	2	270	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	22.png	n13.wav	250	3	180	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS33.png	neu10.wav	158	4	0	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	04.png	p45.wav	152	5	0	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	04.png	p22.wav	152	6	90	0	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	04.png	p73.wav	152	7	180	270	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	20.png	p91.wav	152	8	180	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	51.png	n11.wav	152	9	180	0	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS33.png	neu3.wav	158	10	270	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	51.png	n13.wav	152	11	270	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS27.png	neu10.wav	170	12	90	0	Space	methexp32	2017-04-27_12.23.18.021000	
260	14.png	n25.wav	250	13	0	270	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS33.png	neu5.wav	158	14	0	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	51.png	n14.wav	152	15	180	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	50.png	n11.wav	152	16	90	0	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	04.png	p53.wav	152	17	270	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	04.png	p89.wav	152	18	270	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS33.png	neu1.wav	158	19	270	0	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	51.png	n31.wav	152	20	90	270	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS27.png	neu8.wav	170	21	270	90	Space	methexp32	2017-04-27_12.23.18.021000	
260	22.png	n50.wav	250	22	90	0	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	51.png	n46.wav	152	23	0	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS33.png	neu7.wav	158	24	90	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS33.png	neu8.wav	158	25	90	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS27.png	neu9.wav	170	26	90	270	Space	methexp32	2017-04-27_12.23.18.021000	
260	51.png	n50.wav	152	27	0	90	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	MotivationCS33.png	neu6.wav	158	28	0	270	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	22.png	n30.wav	250	29	180	270	NoSpace	methexp32	2017-04-27_12.23.18.021000	
260	14.png	n46.wav	250	30	0	180	NoSpace	methexp32	2017-04-27_12.23.18.021000	
