ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
76	50.png	n11.wav	152	1	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	08.png	p45.wav	250	2	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n45.wav	250	3	180	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n40.wav	152	4	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p53.wav	152	5	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	14.png	p22.wav	250	6	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n11.wav	250	7	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n14.wav	250	8	90	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n14.wav	250	9	180	0	Space	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS33.png	neu7.wav	158	10	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	08.png	p89.wav	250	11	90	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n14.wav	152	12	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n25.wav	250	13	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p36.wav	152	14	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	08.png	p21.wav	250	15	90	270	Space	methexp32	2017-01-19_11.30.52.290000	
76	08.png	p53.wav	250	16	180	0	Space	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS33.png	neu4.wav	158	17	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p23.wav	152	18	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n50.wav	152	19	180	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n14.wav	152	20	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS27.png	neu9.wav	170	21	180	0	Space	methexp32	2017-01-19_11.30.52.290000	
76	14.png	p91.wav	250	22	90	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p22.wav	152	23	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS33.png	neu2.wav	158	24	270	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n40.wav	250	25	90	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS33.png	neu6.wav	158	26	0	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n46.wav	250	27	180	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n31.wav	250	28	270	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n50.wav	250	29	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n13.wav	250	30	90	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n31.wav	152	31	180	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p21.wav	152	32	90	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS27.png	neu7.wav	170	33	0	180	Space	methexp32	2017-01-19_11.30.52.290000	
76	08.png	p73.wav	250	34	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p23.wav	152	35	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p89.wav	152	36	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n40.wav	250	37	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n31.wav	152	38	0	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	14.png	p21.wav	250	39	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n50.wav	250	40	180	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n13.wav	250	41	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p91.wav	152	42	180	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p89.wav	152	43	90	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n31.wav	250	44	270	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n45.wav	152	45	270	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS33.png	neu10.wav	158	46	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	08.png	p52.wav	250	47	90	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p21.wav	152	48	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	14.png	p53.wav	250	49	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p73.wav	152	50	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n13.wav	152	51	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS33.png	neu5.wav	158	52	180	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n11.wav	250	53	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p53.wav	152	54	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	14.png	p52.wav	250	55	270	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n46.wav	152	56	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n40.wav	152	57	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n11.wav	152	58	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n45.wav	152	59	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n45.wav	250	60	180	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS27.png	neu3.wav	170	61	90	0	Space	methexp32	2017-01-19_11.30.52.290000	
76	51.png	n25.wav	152	62	270	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	14.png	p36.wav	250	63	0	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n50.wav	152	64	0	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n25.wav	152	65	90	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	50.png	n30.wav	152	66	180	270	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	22.png	n46.wav	250	67	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	03.png	n30.wav	250	68	270	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p52.wav	152	69	270	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS27.png	neu4.wav	170	70	270	90	Space	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p52.wav	152	71	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	04.png	p22.wav	152	72	90	180	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p73.wav	152	73	180	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS33.png	neu8.wav	158	74	90	0	NoSpace	methexp32	2017-01-19_11.30.52.290000	
76	MotivationCS27.png	neu6.wav	170	75	90	0	Space	methexp32	2017-01-19_11.30.52.290000	
76	20.png	p45.wav	152	76	270	90	NoSpace	methexp32	2017-01-19_11.30.52.290000	
